attr_tract,HBO,HBShop,HBW,NHB,tothh,retl,manu,offi,gved,othr,totemp
53033030006,7161.663310925667,6764.457267954591,1994.0750361910625,6084.195007252516,1670,837,0,1908,277,0,3049
53033030100,0,0,267.425000007061,267.425000007277,2958,16,0,344,143,85,588
53033030202,3673.072446583181,250.86494620227577,0,2368.242584445545,2393,369,0,993,353,35,1779
53033030304,8554.759197155568,274.620208701171,0,5363.88101870115,1239,836,17,1188,352,209,2602
53033030305,0,0,14.788915182059275,0,2098,0,0,105,295,15,549
53033030306,12533.415409170266,492.900000013014,0,10946.7154091275,1915,42,0,226,142,46,467
53033030309,1093.800000029752,0,22934.67132756139,3176.281018642532,2455,282,0,1108,85,83,1612
53033030310,21636.6535858942,0,9945.88119215436,267.425000007061,2006,0,0,463,323,70,1208
53033030311,0,0,0,267.425000007061,1718,24,0,322,67,61,475
53033030313,17759.64242953045,7708.03811850346,838.285396306573,8843.818355134827,1556,1346,258,5463,894,872,8832
53033030314,1093.800000029754,547.341389684722,12496.432113630837,13372.30577199477,1998,498,33,2091,516,286,3425
53033030401,2840.624111921439,0,24036.806407476317,475.275425483001,3279,59,0,2244,68,797,3168
53033030501,546.900000014877,0,1507.457148282195,864.0583334919181,971,1889,3103,5108,635,6259,16992
53033030503,1231.67173993252,0,59.4509224239962,31.87522341618702,2129,307,45,1637,207,136,2333
53033030600,2653.599960188621,0,26175.370947205156,1667.456816700315,2091,278,0,998,614,43,1991
53033030700,3854.01905925173,0,192.6246344791214,3854.01905925173,1597,147,0,1490,144,52,1959
53033030801,12536.02761289239,0,2868.2647501301362,12507.9593185744,2394,2031,0,1789,470,2664,11715
53033030901,0,0,0,555.739630568644,1111,37,873,389,30,796,2127
53033030902,0,0,5312.67399957694,5991.4475826918,2131,0,0,88,134,128,1079
53033031100,0,0,372.714184390752,0,2666,42,23,204,2361,114,2767
53033031202,3139.06657876105,0,150.50809440202147,1093.800000029754,2243,24,0,234,1191,243,1711
53033031206,0,0,1027.6459760696475,0,1777,0,0,354,889,23,1284
53033031302,4446.55151120084,0,0,1111.63787780021,1659,199,0,118,421,65,861
53033031400,175276.62551666118,50079.0358619032,2175.839476784835,747.3788737103794,2453,303,541,2036,369,604,3854
53033031502,475.275000012928,475.275000012928,0,472.6402479174024,1714,175,0,275,101,134,718
53033031603,492.900000013408,0,0,997.075227935845,2141,0,0,612,107,354,1225
53033031604,60156.3688603163,0,0,11829.5999998391,1818,26,0,204,121,46,407
53033031605,0,0,2094.382885605193,0,1389,17,0,140,51,163,389
53033031703,983.265139832575,507.531850481804,0,0,2653,42,0,240,128,119,531
53033031704,1975.294866917876,0,0,1975.294866917876,1721,153,10,303,88,151,705
53033031705,0,0,0,510.349500063631,1400,0,0,42,168,291,515
53033031706,5956.552819731804,2501.521665250379,0,2870.831031372344,2660,1176,0,1432,428,245,3322
53033031800,3209.775425557381,475.275425483001,3059.85580803508,1093.800000029752,1683,0,0,249,351,123,819
53033031903,32.95806693497864,0,1456.102318639074,0,2398,0,0,361,400,219,1009
53033031904,124.20000000327799,0,0,0,1335,3,0,134,318,124,678
53033031908,3320.3387108540737,3122.073993991679,47.7500000023816,563.049124377112,1924,176,0,509,20,145,1057
53033031909,533.376791111526,533.376791111526,25.0000000012472,23.8750000011905,1169,19,0,151,39,15,228
53033032003,1512.553291681206,0,0,0,1992,0,0,326,118,417,1198
53033032005,1871.0228556401696,0,0,2986.642468379437,2520,181,0,304,204,195,884
53033032006,489.309147171929,0,0,0,1985,43,0,247,58,71,436
53033032007,0,0,0,504.175227922437,1307,0,0,194,376,158,736
53033032010,37493.2333207114,505.330854879222,0,12376.499999853975,2077,181,19,778,473,57,1509
53033032011,2038.0308549209199,0,0,2542.206082843357,1451,100,0,369,57,164,705
53033032102,542.1665618752927,504.175227922437,0,529.6665618746692,1821,0,13,229,0,302,559
53033032103,21759.076289228633,9000.95565909471,566.321453524286,17423.021112398903,2152,1206,324,4514,857,739,7642
53033032104,70971.85440847956,0,1533.9611532312,505.3563410385552,2446,48,0,548,499,99,1195
53033032203,3068.456357143077,4.2750000002132,55.78378308827048,1863.1847365932585,2658,19,0,469,244,76,826
53033032207,10341.75881545364,0,0,0,1235,0,0,277,12,98,412
53033032208,49248.57756883509,5028.951474747274,27327.30131705738,47310.57233921714,4226,2087,645,9091,228,724,12775
53033032210,12701.67767410121,442.27036132083504,1732.0056912355044,13447.3043542431,5024,386,302,3167,493,383,6093
53033032211,79554.58048550124,0,0,0,1739,154,0,520,310,60,1069
53033032213,0,0,0,8.55000000042644,1503,0,0,136,0,34,172
53033032214,25035.507433097835,0,6549.287539104567,1056.9817193716676,2056,176,0,736,655,63,1629
53033032215,11590.936250569757,0,0,499.549428881885,1562,0,0,330,88,13,554
53033032307,4994.517745647312,8338.300585873556,0,6429.999647606609,2191,140,0,474,113,247,984
53033032309,32644.074288582415,1756.1296369411446,25681.686108890655,19974.249320010615,3724,1603,821,10796,1146,3153,17520
53033032311,23029.051644306965,1669.991415775728,0,6405.153068559243,2137,0,0,255,224,111,598
53033032313,11473.96509057073,860.9035924300363,9157.071058822306,5204.156953913874,2458,1676,2691,9077,318,1904,15665
53033032315,1033.784601629728,0,0,11.7966811168549,2058,0,0,242,11,130,408
53033032316,1497.5942549715141,0,8960.13784378516,513.9105245036317,1888,12,0,231,130,36,409
53033032317,2489.868571472907,0,0,0,2153,0,0,182,13,38,255
53033032318,4473.830420291221,6.57500000032797,0,505.4000000140325,2011,182,0,280,336,162,961
53033032319,8399.402273358017,509.6750000142487,40528.94498704954,16250.35121023342,2642,1495,1403,3965,153,2239,9255
53033032320,201.87064673610206,0,0,0,1550,29,36,582,283,40,970
53033032321,9652.868934823935,31.4067104904878,0,155.7375000031869,1872,51,67,549,59,323,1049
53033032322,51.63242017374242,0,0,11.20000000055847,1223,0,0,480,0,38,525
53033032323,25929.92267027201,205.19349818577027,132.93472936615711,5406.7446343427,2218,0,0,448,361,22,981
53033032324,3023.569591225353,511.75691054758863,1042.37472539903,401.54429107996117,2184,0,0,190,202,26,437
53033032325,2833.472864296325,23.8750000011906,0,940.16197793385345,2232,0,0,285,68,96,451
53033032326,23537.28544988539,0,0,23534.653414400876,1421,46,0,276,14,230,567
53033032327,477.09738537790207,4.27500000021321,11550.5007729961,60.6792272919497,1978,7,0,325,64,61,458
53033032328,2551.79393305738,1062.6978982984199,17.359378968771857,247.24980898363367,1158,44,0,212,295,53,627
53033032329,48.9000000024384,12.2250000006096,138.0226848443127,24.4500000012192,3068,166,176,807,80,130,1359
53033032401,0,0,1211.634951839084,0,2230,97,62,600,286,385,1487
53033032500,2042.9611532454117,0,1998.395684994664,6167.955327241473,2003,47,16,405,274,253,996
53033032601,0,0,14.9642065266548,0,1086,24,0,213,227,189,695
53033032602,9200.238405066018,0,6264.047416931533,155.95844861319475,4271,76,690,1212,639,570,3187
53033032703,0,0,185.3136433377814,37.69939460768738,893,39,0,381,1942,36,2420
53033032704,1968.280098984707,9911.47391972706,7128.397914552709,1998.4050989807483,2338,825,0,1439,435,395,3348
53033032800,547.067599150034,0,0,3687.6905733276317,983,0,0,388,90,88,579
53035080101,0,0,0,547.979732019597,1268,0,0,270,0,0,278
53035080102,0,492.90000001301,0,5898.723799036883,2049,157,0,680,77,0,970
53035080200,1258.8437506486607,0,0,2352.6437506775264,1663,190,0,663,297,44,1194
53035080300,2333.019332017212,907.194331979574,2005.325696443984,1692.0589734529422,1650,10,0,3043,22,6,3218
53035080400,743.2549841150059,0,0,743.2549841150059,1696,0,19,221,127,7,395
53035080500,556.6059194786225,548.662099314712,16289.912680959584,8891.909088348393,1407,52,98,1614,338,0,2142
53035080600,0,0,0,7883.476297232333,2103,101,0,53,877,22,1094
53035080800,0,0,1126.317069748568,0,632,0,0,56,406,0,507
53035081000,3822.2767158279257,0,3256.6768997988497,4096.764864232882,2100,830,0,162,626,113,1767
53035081100,197.33289624103,0,1222.9437834644446,686.696044651653,1180,181,19,635,545,20,1401
53035081200,0,0,0,7854.486873141334,1417,97,0,159,69,21,348
53035081400,72.6847889011189,0,3950.101839138818,1349.928102889695,22,0,0,385,13782,0,14269
53035090101,0,0,0,789.33158496412,2517,125,75,185,599,323,1307
53035090102,1672.4591428970095,2007.719387664315,431.269275233599,2553.7034748765827,2556,175,36,546,334,145,1236
53035090201,984.103167737225,0,727.420825029773,587.764151515873,1793,548,369,367,84,311,1677
53035090202,1093.80000002888,0,0,1110.8695479516625,1890,92,50,213,129,220,887
53035090300,0,1349.928102889695,7017.821293511257,3857.4660713833346,1269,9,0,863,2395,25,3395
53035090400,4513.480989446713,0,0,3776.749118108941,1717,0,0,513,112,158,935
53035090501,6361.908323579074,197.33289624103,0,2721.0367511620766,2008,370,81,2308,392,125,3276
53035090502,921.015694264179,0,0,4280.67305925191,1846,480,0,917,607,93,2108
53035090700,434.091232392244,0,0,611.500000016291,1914,0,0,363,63,116,749
53035090800,3050.508059111168,0,1688.589412179944,580.7708890794013,1613,40,137,274,189,155,796
53035090900,13238.224200799981,5082.403975414735,296.1194457158808,2800.425178067476,3448,671,0,3098,1033,205,5200
53035091000,840.831310619282,431.235741606786,1008.528848207086,23.5786762097102,2704,36,16,520,119,131,822
53035091201,4777.700967262177,0,2418.1344837857378,2070.574608458371,1831,2138,0,4076,606,110,7007
53035091204,909.9149714922422,15709.974425649489,0,30855.1763227523,1484,701,0,1531,33,0,2285
53035091500,0,0,247.6887513217287,547.979732019597,1516,0,0,76,320,21,424
53035091600,15830.952639662952,0,0,15164.154157640218,2464,0,0,405,195,30,862
53035091800,3042.621382106586,283.262210291229,0,5086.971382160544,1150,413,0,666,55,17,1197
53035092100,561.471963600183,475.275000012544,5462.242828009162,0,2902,615,568,575,435,582,2774
53035092200,1111.14004016384,0,0,136.72500005218188,2501,108,0,1256,991,73,2429
53035092300,16046.553521739721,5352.288532746809,1130.420808445784,15073.291013274575,2382,699,0,1456,251,44,2739
53035092400,2765.923048645838,0,0,2765.923048645838,2209,70,0,268,337,108,783
53035092500,2245.887854400732,0,0,5282.669152243128,1946,133,19,903,668,93,1815
53035092600,54791.429373196996,0,0,10958.2858746394,2143,0,0,166,133,41,349
53035092701,504.264424103543,504.264424103543,0,504.264424103543,1677,0,0,125,0,72,198
53035092704,12637.204286121687,0,0,547.347027010716,1368,0,0,58,163,42,275
53035092801,2204.92786935459,0,1095.959464039194,6978.074811676687,1522,383,0,337,111,230,1061
53035092802,1767.87273339471,0,0,1767.87273339471,1486,0,0,295,59,45,412
53035092901,0,0,3535.74546678942,0,2002,0,0,36,0,115,194
53035092902,17043.022264759886,0,7071.49093357884,5303.61820018413,1906,23,0,157,79,92,380
53035940100,3700.2902054749247,3397.89209473283,0,0,2612,29,67,245,1377,98,1816
53053060200,846.958009636191,481.588038642673,24638.974586153094,15668.819846261613,535,175,2956,2749,758,4647,11284
53053060300,2086.39866979167,0,475.275000012548,5018.477208417488,1954,30,0,797,258,127,1221
53053060400,8346.741908979526,0,0,2322.8577942831944,1567,12,0,425,63,14,531
53053060500,817.950785614816,1019.5402479318375,0,1352.800785628938,1736,0,0,1007,122,35,1339
53053060600,14458.1826238823,11068.5941408373,1093.80000002887,2510.04761241061,2640,0,0,704,135,66,928
53053060700,1069.70000002825,0,0,1637.147005653378,2391,118,9,1507,70,41,1745
53053060800,6254.7343610071175,934.387969726989,1007.203471435104,14175.700623598597,2310,317,0,319,89,47,785
53053060903,1073.062904645274,685.0199444527689,0,503.601735717552,1452,30,0,181,53,20,302
53053060904,1480.9446468859348,13540.540968253124,0,512.662492141937,2291,0,0,477,96,52,797
53053060905,49918.60674809523,0,11543.869566320302,25934.736830038197,3056,32,0,694,118,27,870
53053060906,24131.9945037808,0,2327.0178053296804,27881.07572357648,946,204,0,506,370,27,1106
53053061002,64585.663650063274,1745.683813618104,13267.902756899679,50579.57221673318,2129,443,0,2037,630,81,3231
53053061100,33211.36192514914,4161.496568081405,3064.39760350069,31364.433665352157,2908,1266,0,4153,989,0,6554
53053061200,382.749117535398,0,0,886.1207001029243,2110,130,0,1217,109,197,1653
53053061300,483.017116547248,0,0,0,1784,114,0,976,307,81,1492
53053061400,136.51914567648254,1118.080971343928,5242.396214003361,6761.279030146372,1418,15,17,7953,1520,0,9554
53053061500,5082.9920500663275,1978.452698548429,8008.919646895046,13992.303229198955,3150,140,64,7642,167,48,8061
53053061601,4498.549814544731,0,4963.732512893502,2064.0219021208472,1312,87,85,8782,1839,229,11022
53053061602,9424.647362505597,0,2063.7302089359605,9394.572643804639,453,116,513,2675,943,232,4481
53053061700,1469.875987323262,0,61028.53447896713,973.4286906855257,1809,96,42,2361,946,531,3977
53053061800,11196.396958209418,0,503.601735717552,0,1035,0,0,226,414,0,745
53053062300,4807.17591168358,0,0,961.435182336716,1815,14,0,120,100,67,314
53053062400,7719.724536696943,1301.524536986903,0,7379.635182046756,2134,220,0,405,234,19,878
53053062500,29203.77031933868,636.9920406551752,0,1212.7779238151359,2580,236,0,281,253,29,818
53053062600,10657.066323500456,3390.766320859912,5689.376993180431,14001.30015617452,1574,4562,1299,4660,3365,2184,16068
53053062801,1640.700000043302,267.425000007061,14.788915182059275,2128.81204880269,2821,482,65,876,202,278,1904
53053062802,19254.59999913012,0,20.783861030461,20.783861030461,1478,20,87,263,239,73,683
53053062900,0,0,5071.50159522743,0,3125,482,44,616,242,78,1462
53053063000,3281.400000086604,0,0,0,1178,421,132,539,79,283,1452
53053063100,3076.363594806493,1763.439593044513,546.900000014435,492.084416549339,1567,0,0,721,23,11,979
53053063200,0,0,14.2911122779831,1093.800000029752,1910,112,5,204,59,37,416
53053063300,2298.8272340425856,0,3903.567285981004,0,2506,64,0,523,184,103,892
53053063400,8718.998778205889,1508.33518235115,0,1018.68958912136,2824,363,0,1265,89,68,1846
53053063501,0,1131.571384471572,10025.41653272232,0,1625,240,0,496,188,0,930
53053070100,25.2995813437612,0,0,1019.5402479322784,1277,9,0,268,162,30,576
53053070203,25583.985961161627,0,0,12297.38453080964,2222,0,0,121,86,74,299
53053070206,1093.800000029752,0,0,546.900000014876,1456,20,0,61,42,114,293
53053070207,1138.922337855444,0,0,569.461168927722,2013,126,69,390,1328,296,2209
53053070308,989.216899542344,0,0,0,1391,52,0,304,210,31,615
53053070309,63594.322443932746,0,0,75917.19626733186,2019,776,0,727,0,79,1609
53053070310,46886.06526688991,63594.322443932746,0,546.962773501552,1705,746,0,800,430,35,2012
53053070312,555.818938900105,0,0,555.818938900105,1915,0,0,338,0,199,713
53053070315,0,0,85.3059555085468,0,2202,0,0,127,186,206,531
53053070316,2222.28008032768,0,0,0,2589,169,0,570,80,132,951
53053070401,1138.922337855444,0,0,569.461168927722,806,196,13,65,53,190,537
53053070403,556.664628563004,556.664628563004,0,0,1510,53,0,423,259,51,801
53053070404,7450.15535920538,0,0,0,1563,0,0,81,363,54,501
53053070703,120640.73684197819,33793.30295562168,0,72577.7259978472,2509,467,64,667,311,252,1761
53053071206,5511.672349395864,475.275000012544,639.911543768998,2756.40256636689,2444,1644,0,1898,118,307,4151
53053071207,40950.27434464008,9975.69949171458,2052.537673013432,9588.817500619207,2518,1016,0,2469,392,141,4103
53053071208,481.588038642673,1113.329257126008,0,0,2843,177,0,1103,0,53,1353
53053071304,9271.980480085984,7370.8804800358,0,11877.250362049663,2242,627,0,1110,436,49,2297
53053071305,9709.840184287013,0,0,307.46511724079454,1348,246,117,638,448,693,2141
53053071306,1468.089445231869,0,0,0,2239,0,0,240,133,311,748
53053071307,10550.904784516115,2772.5210006944135,0,10485.591808617075,1817,123,92,607,0,410,1232
53053071406,11141.207929940376,760.076588733598,0,489.363148410623,2509,259,1500,492,481,720,3451
53053071407,3289.587673046088,0,0,0,2202,0,0,159,624,0,881
53053071408,11203.63505069402,475.275462078406,14.0512039996443,28.1024079992886,1397,255,0,337,340,50,981
53053071409,6077.35842811786,0,0,6077.35842811786,1562,60,0,168,119,10,357
53053071410,6077.35842811786,6077.35842811786,0,0,2550,194,0,330,370,85,980
53053071503,6344.78342812492,0,0,12422.14185624278,2137,294,0,674,235,123,1860
53053071504,0,0,0,472.6402479174024,1578,101,0,1467,423,17,2044
53053071505,534.85000001412,0,0,0,1927,221,0,349,62,16,662
53053071506,534.85000001412,0,0,0,1939,0,0,89,4,12,109
53053071602,4869.74447506717,4869.74447506717,0,68.25957283824127,2848,106,90,948,277,553,1974
53053071703,279.101849160906,279.101849160906,0,0,1570,32,0,419,0,18,480
53053071704,0,0,950.550000025856,1425.8250000387839,1720,30,166,338,0,81,774
53053071705,771.266754235826,0,0,1038.691754242886,1353,214,0,583,63,266,1125
53053071706,267.42500000706,0,0,742.700000019988,756,80,137,202,0,653,1071
53053071707,1506.879528638894,267.42500000706,0,1083.664731181204,1049,187,0,256,149,61,661
53053071803,5762.66830280878,2553.568302953755,0,120.0406642855089,2490,684,77,1053,89,154,2058
53053071805,816.0344899706259,278.147224510152,0,267.84340111366,1471,75,0,1351,102,55,1623
53053071806,0,271.814249993326,0,133.7125000035315,1660,169,0,408,0,128,748
53053071807,7350.135537062771,961.9141469597,721.150000019038,9919.187499992282,1541,670,489,2588,1791,1513,7049
53053071808,5257.801595232346,3095.116555892375,0,5525.2265952394055,1563,81,0,1444,0,40,1565
53053071901,11916.907929083101,2074.325318268692,15324.507578361328,24299.51437947726,2174,1047,0,2552,716,52,4443
53053071902,608.9879620819374,0,950.553444805474,753.422686588558,2158,78,0,629,60,42,819
53053072000,1159.145033873623,267.425000007063,0,0,1935,100,0,400,150,7,777
53053072105,0,0,290.1933525497879,271.814249993326,1840,0,0,250,2530,30,2810
53053072107,2187.600000057748,0,268.572834513047,268.572834513047,1693,0,0,112,767,33,937
53053072109,1093.80000002888,0,0,1093.80000002888,1450,0,0,153,337,62,582
53053072111,2460.4220827466947,0,0,0,990,0,0,0,80,0,133
53053072112,0,0,3095.116555892375,3095.116555892375,1904,0,0,42,232,10,316
53053072305,3722.9699152624316,1478.25881361104,1922.870364673432,1157.3251243096302,2475,15,0,884,123,78,1100
53053072307,6804.14282395578,0,0,0,1909,0,0,136,134,16,299
53053072308,1508.5100008937882,0,0,1112.80999307635,2888,0,0,649,372,30,1063
53053072310,6990.49867299021,0,0,3030.067080998544,1615,386,28,657,313,28,1413
53053072311,7688.482952862175,1841.405493636458,1605.6749418553811,4662.271377133339,1896,277,26,1563,338,313,2517
53053072312,4615.014235767816,4335.91238660691,0,820.528729806856,2249,0,0,326,0,14,639
53053072313,0,0,546.962773501552,0,1385,36,0,301,0,72,416
53053072405,2244.711101651392,0,0,0,1536,8,0,66,139,39,255
53053072406,0,561.177775412848,0,0,2106,0,0,487,86,273,868
53053072407,485.825501604941,492.900000013009,0,0,1951,321,0,1150,26,105,1696
53053072408,8519.238728958406,0,0,6768.169203407021,2304,760,38,2743,237,420,4198
53053072410,1478.70000003903,985.80000002602,0,492.90000001301,1426,22,0,73,6,30,146
53053072505,4193.746513151736,1767.87273339471,1960.7023974176166,4380.60784285675,3175,789,220,1966,389,385,3749
53053072507,8792.38825701573,2933.179626816553,4114.83398810187,4007.3914011600164,1316,222,17,1811,240,151,2441
53053072601,3400.778511234587,485.825501604941,0,2426.340307659522,1988,17,0,166,87,90,374
53053072602,0,483.038301239758,0,1943.302006419764,1613,141,0,253,116,93,628
53053072603,13.9183211242543,0,0,7604.407393254496,2017,0,0,176,393,37,631
53053072800,0,0,0,685.0199444527689,3405,0,164,2249,133,166,4311
53053072901,1498.0926496094737,89.44503384537123,8648.453383168917,20977.070549878154,775,112,0,327,1183,0,1740
53053072903,0,0,0,1785.7239308518347,791,0,0,424,1507,0,1961
53053072905,0,89.44503384537123,374.978331303108,0,1810,0,0,41,4025,0,4217
53053072907,178.89006769074246,0,36384.924289825736,5402.289678694946,1556,0,0,0,3997,0,4257
53053073110,0,0,19951.39898342916,0,1303,0,0,68,141,30,436
53053073111,1093.800000028874,0,0,481.588038642673,1358,71,0,279,58,32,471
53053073116,494.40055913057,0,0,494.40055913057,1440,0,0,90,52,40,188
53053073121,0,0,503.377936216131,0,1636,1035,0,923,185,91,2235
53053073122,5820.2944750922625,0,0,4869.74447506717,1743,272,28,1025,233,167,1725
53053073123,494.608449771172,561.4647176520698,0,0,1570,32,0,347,266,57,716
53053073124,1093.80000002887,494.40055913057,0,0,1254,210,0,208,89,24,599
53053073301,14850.995295999346,16871.332203928574,32925.77637365194,26442.06711428011,2352,1935,2645,1754,509,8180,15022
53053073302,0,0,2146.268723970774,950.550000025092,1707,393,0,458,270,83,1348
53053073404,16036.351336428117,0,12816.091046908488,5819.8342100578375,2440,98,8,901,514,75,1596
53053073405,0,475.275000012546,475.813299325592,475.275000012546,1466,0,0,3523,0,59,3594
53053073406,826.465485679025,0,25.4892925894745,995.52761655375,2266,167,272,1722,168,729,3059
53053073407,17739.689280155188,1797.785083319954,0,22760.210380022014,1455,1663,65,1842,718,185,4472
53053073500,4512.36922154587,0,0,0,2740,99,0,471,190,341,1144
53053940002,1656.4026549189582,1478.700000040233,2226.28313215469,18106.15126769068,1388,1911,767,3831,699,4152,11360
53053940003,6192.81278970248,6084.9200866336,188.18283920306902,965.293489646036,2807,209,0,396,376,1257,2411
53053940004,73570.86025795802,4.27500000021318,0,0,2572,166,0,248,375,400,1280
53053940005,0,0,267.425000007063,267.425000007063,2018,0,0,173,62,72,623
53053940006,0,0,434.45646623394,0,1028,0,0,0,189,0,402
53053940007,503.113519106268,0,0,1050.013519120703,925,24,0,138,2649,54,2887
53053940008,1007.683508457532,0,0,0,2313,0,0,101,157,28,313
53053940009,0,0,546.900000014433,0,1119,0,262,244,68,780,1384
53053940010,489.363148410623,0,14782.68242009362,489.363148410623,1787,306,515,1586,51,2514,4972
53053940011,483.017116547248,0,0,475.275000012546,1641,0,0,179,51,98,335
53061040100,16549.10043226075,4968.2173474806505,180.45488138599876,3795.041464701988,1646,59,145,0,1753,128,7664
53061040300,3971.5904158076282,3526.3802215337864,148.40339809128062,16822.429499022048,1363,229,0,360,15,12,616
53061040400,22531.291851300004,0,0,13688.085540165705,1908,71,0,291,306,25,716
53061040700,23119.886041202382,4724.76620088593,23382.518678363027,2122.194445112073,1833,540,659,3339,3444,1050,9032
53061040800,3497.4628376590713,0,13558.613085930217,17652.31743118152,1358,164,0,2840,227,236,3972
53061040900,836.9272482716384,0,0,0,1234,0,0,79,57,84,235
53061041000,6366.368160124558,5118.196767728339,10474.803495879962,1260.2044760597469,2366,573,52,2787,457,220,4089
53061041100,503.0579657775479,456.6984182708313,41.5803050101926,393.2964837430075,1835,342,44,1601,317,142,2446
53061041202,18861.73647138398,715.929955639698,8454.95783184319,22731.629699120618,2236,599,0,1266,351,30,2270
53061041301,0,0,8937.204358167155,20.7982965805999,2120,8,185,856,215,272,1537
53061041304,570.835482019509,0,16763.180500349867,1969.0859107072995,1079,35,0,1778,1179,1045,0
53061041400,9552.575735932875,274.404476022421,0,8729.362307865611,2075,0,0,1111,98,36,1295
53061041601,24177.892217561428,0,26.000859841359,742.1076166948292,2129,0,0,318,100,82,690
53061041605,546.900000020709,0,24.4500000012192,546.900000020709,2148,0,0,539,173,60,894
53061041606,31342.8596839011,0,0,55.979412347602484,1980,0,0,601,82,163,864
53061041608,12740.478072762298,0,0,11778.691241181612,2276,0,0,257,146,68,490
53061041701,18871.8709118415,1948.5270264569438,0,1881.202356892048,2451,737,17,1422,17,188,2381
53061041703,0,0,0,10.464162294665144,2003,19,0,316,0,164,510
53061041704,60745.41255807709,22772.25252791324,0,21014.596661086358,2249,439,61,4109,417,297,5324
53061041805,32939.65173030233,13427.616278188552,43516.431625816,24555.02531371796,2562,2032,54,2793,452,572,5903
53061041806,0,540.439660768724,1114.877954979962,814.844136791145,3071,353,0,884,76,156,1507
53061041808,1093.800000041416,0,0,0,1691,0,0,632,554,38,1253
53061041809,0,66.856250002532,0,0,1955,145,0,287,0,67,525
53061041811,253.03295996859865,0,66.856250002532,253.03295996859865,2477,258,126,1338,165,795,2683
53061041812,0,0,26.7097431623314,0,2483,136,0,313,5,188,819
53061041901,793.1254883689198,0,8261.097902050507,884.6599208839149,1739,319,6201,1159,209,1161,9048
53061041903,8454.95783184319,0,8661.428150588194,8478.406128423923,3116,0,0,495,554,788,3952
53061041904,5.30000000026426,0,0,567.9645863538561,2242,416,0,548,410,32,1414
53061041905,0,0,0,139.2362112181819,2433,344,40,623,0,389,1396
53061042004,0,0,41.4447027405918,53.94446876698933,1623,134,0,343,18,69,688
53061042005,9253.45161936084,0,2055.896403867326,571.1208363537241,1920,46,2165,856,139,484,3689
53061042006,7350.9198929657305,3170.407828861639,24238.15363040146,2312.2972950956982,2169,166,1655,1137,429,1210,4598
53061050102,23.8625711308975,0,0,15.3602106337043,2354,152,0,408,0,145,713
53061050200,0,1598.44081964807,0,0,1583,0,0,305,255,122,683
53061050401,1093.80000004141,0,0,1640.700000062117,2926,42,0,706,164,95,1026
53061050402,557.758461198174,557.758461198174,8.5,263.1877254563206,2293,272,0,2687,340,54,3354
53061050500,241346.0697701276,2665.2313617043537,49.598924920196,4129.865495239959,3698,382,58,2872,273,333,3918
53061050700,14604.228672087758,501.31054175297197,123.2250000033525,546.900000020707,2619,44,0,688,212,83,1028
53061050800,17133.961147915008,17120.97361199123,10.3005318621043,11878.129344369328,2566,412,0,495,88,137,1169
53061050900,493.412864291391,1498.532341349784,189.74852393559533,1056.00661427412,1466,679,0,741,0,82,1502
53061051000,2361.338734775908,0,377.72587504333757,491.777037630054,1714,185,0,1864,161,609,5942
53061051100,6311.760452301471,1231.103066583173,561.5550510533201,8917.67386728159,1613,33,0,493,86,208,940
53061051200,90672.10055795097,0,0,40254.62373496876,1648,4,0,65,306,42,435
53061051300,5877.25608106126,0,0,5877.25608106126,2935,124,0,256,281,53,719
53061051400,8736.603371531104,280.2130285811,28790.077436320556,2459.209152499349,3254,799,363,3808,412,1423,6806
53061051500,19309.219454630987,815.0630286013529,1855.2603566117905,6500.586486169541,2128,967,87,1493,1628,331,4505
53061051601,44355.37748000575,480.034716907634,0,6851.82233405293,1614,299,0,463,268,132,1229
53061051602,1440.104150722902,0,0,960.069433815268,1513,175,0,178,0,85,476
53061051701,2048.522985935057,2657.024215595133,0,1450.057751616096,2376,943,23,1057,615,48,2686
53061051702,2513.56465712045,273.8364995897972,870.2839342329826,4849.314286579796,1661,0,0,2853,195,327,3527
53061051802,8020.948377727957,4367.375207966549,12655.709329221818,8079.214171377973,2141,3771,0,2868,243,151,7076
53061051803,344.08148942722437,280.10266903444,0,284.3776690346532,2707,84,0,350,112,125,733
53061051804,5.806250000000075,542.979209203048,505.92153044131237,1479.0260726936958,2070,0,0,958,73,56,1444
53061051905,8538.42124443305,2027.807459259784,5157.867458966212,13423.280438365855,3224,1164,200,1511,176,381,3431
53061051912,2562.2249361536456,1128.520030354878,0,4.27500000021325,878,104,964,316,98,1499,2982
53061051913,17093.953542038453,0,0,1839.406133185652,1644,0,0,154,109,81,363
53061051914,0,0,4.41179807290737,0,1681,0,0,104,73,63,247
53061051915,3757.55210121207,0,0,0,2603,0,0,287,90,132,519
53061051916,510.3441501461728,0,976.3569992132357,812.4122386932097,1332,203,0,707,148,95,1152
53061051917,0,0,20.8031237262174,0,1555,0,0,54,151,34,266
53061051918,6239.854137685265,1641.276385564257,2049.597042564645,612.1923906452502,1866,342,0,755,108,200,1459
53061051921,325.4418512450654,0,0,0,2025,69,0,205,0,48,465
53061051922,31425.028794199305,0,1067.098346842488,1250.9846880651767,1859,77,1367,207,105,40,1797
53061051923,1665.1715289867611,476.2713547103942,0,1663.690781693748,2291,178,25,1135,5,341,1684
53061051924,5235.747447318419,0,0,5235.747447318419,2665,175,0,452,0,59,693
