attr_tract,HBO,HBShop,HBW,NHB,tothh,retl,manu,offi,gved,othr,totemp
53061051925,66361.27996501852,1971.95500770706,20302.064792867623,38718.58563150879,2753,437,1459,6490,600,1181,10169
53061051926,1190.5675991755543,546.900000020704,0,563.1675991508366,1838,642,343,583,107,133,1889
53061051927,0,0,0,5.19375,1785,0,0,121,0,93,225
53061051928,290.0946447443275,0,0,290.0946447443275,2104,316,0,336,77,153,1667
53061052004,1823.0000000690275,729.2000000276113,0,734.4704123222756,2594,264,0,406,411,49,1130
53061052005,6.22651210852255,0,0,0,2472,0,0,239,71,49,593
53061052006,1663.690781693748,0,0,0,1501,0,0,102,74,68,250
53061052007,36292.0432344124,0,0,3327.381563387496,1789,0,0,208,70,443,946
53061052104,4724.76620088593,0,0,4724.76620088593,1240,41,197,60,100,187,584
53061052107,3367.45678380357,0,0,3244.218942578074,1734,157,0,338,102,230,859
53061052108,1101.27417472616,0,0,89.63677742470992,2147,91,210,653,316,1012,2281
53061052115,22504.8275208568,0,0,0,2285,0,0,408,152,43,849
53061052118,0,0,0,1609.69308513175,2514,15,0,464,356,102,937
53061052203,639.487484038358,1017.56372154377,8765.09725293132,3692.1786486696683,1807,959,0,1159,136,191,2530
53061052204,0,0,1278.974968076716,0,1754,114,1374,396,125,714,2723
53061052208,490.233966610411,490.233966610411,0,0,1627,227,0,904,692,148,2001
53061052209,1429.7696655081982,1129.721450648769,1265.39440967648,984.3334428353407,978,119,0,391,1996,151,2758
53061052401,5908.050552989249,3902.54200597653,0,11.7966811168549,1541,288,39,843,658,188,2015
53061052402,2222.356168039108,3003.466866930897,7694.78797749612,25148.29510052147,1783,276,37,1177,260,114,1865
53061052502,1372.2724224777737,139.2362112181819,1265.39440967648,0,1730,707,125,440,151,325,1749
53061052604,14473.95615676977,14473.95615676977,0,0,1731,505,0,922,130,51,1629
53061052605,705.3250000267037,546.900000020706,0,158.4250000059977,2099,38,50,331,661,477,1558
53061052606,1879.071397795574,0,0,0,1770,55,0,111,0,74,346
53061052607,0,2131.35068300824,0,0,2055,27,0,127,179,234,602
53061052705,1093.800000041408,1093.800000041408,0,0,2707,0,0,141,0,89,537
53061052803,3862.267530384305,1577.0716759101608,518.192787308031,1378.3357507730875,2154,833,1387,1100,670,1248,5239
53061052804,497.855573407279,4014.563003610287,0,0,2755,332,30,375,309,341,1448
53061052805,0,0,22216.5995684964,0,1740,499,0,891,26,56,1477
53061052806,0,0,6066.95984446788,0,2528,0,0,81,133,84,309
53061052903,3568.329936346814,534.850014112874,551.352422488561,7169.664689445002,1767,376,106,1596,517,344,2939
53061052904,1991.422293629116,6933.52883459228,0,0,2125,0,0,158,185,68,476
53061052905,8531.63429754131,302.028824674705,3349.93386494015,9089.07327503129,1886,410,84,1156,370,82,2100
53061053102,492.900000018664,0,0,985.800000037328,1951,627,0,661,396,195,1878
53061053301,3308.1145349313665,0,24639.010500279463,1102.704844977122,2542,506,414,1775,886,148,3728
53061053504,1455.5397874841237,136.72499995528517,836.9272482716384,1609.269323158904,2676,369,0,874,1250,102,2621
53061053508,6369.790496552925,0,0,0,1217,251,147,392,37,338,1165
53061053509,501.3249999690926,136.72499995528517,0,0,1593,152,1213,649,162,1359,3534
53061053602,1557.081859259078,0,0,0,2319,0,167,109,214,290,787
53061053603,2959.923094179906,0,0,0,1408,46,0,83,53,149,351
53061053604,0,0,11.7966811168549,11.7966811168549,1785,112,10,251,168,112,655
53061053700,0,0,0,1489.4136797285332,1325,63,218,77,165,62,609
53061053803,35048.703009215074,0,0,20.5661084155134,2159,56,24,159,107,66,422
53061940001,212.25469215860278,186.57500000711556,0,0,2259,2422,0,540,3889,285,7839
NA,63353.84765806066,3517.375409333348,18982.798904981395,226455.6531806057,NA,NA,NA,NA,NA,NA,NA
